0.668422   0.018725
0.834157   0.717428
0.345721   0.084680
0.159994   0.320515
0.360819   0.713097
0.533558   0.949264
0.889766   0.281622
0.194164   0.013529
0.474645   0.808053
0.461669   0.588078
0.269288   0.554500
0.621980   0.478743
0.174860   0.307836
0.515186   0.731778
0.304365   0.382643
0.103208   0.193109
0.326386   0.522110
0.011906   0.234801
0.653387   0.886983
0.470389   0.713580
0.364114   0.799545
0.726859   0.800525
0.711494   0.549752
0.076982   0.255049
0.564105   0.384178
0.867727   0.831579
0.309653   0.380293
0.665072   0.433744
0.825503   0.011614
0.226604   0.999810
0.624530   0.472260
0.377744   0.615519
0.539190   0.592346
0.316347   0.431443
0.976563   0.425407
0.792964   0.827221
0.534616   0.927590
0.138174   0.218523
0.282342   0.351691
0.907329   0.575993
0.835021   0.051992
0.737491   0.901411
0.162920   0.666208
0.749068   0.217572
0.158677   0.376657
0.884553   0.998062
0.847071   0.507778
0.661445   0.874219
0.477643   0.140619
0.046531   0.610577
0.910374   0.047900
0.278173   0.379019
0.777318   0.924978
0.297002   0.550924
0.702045   0.509362
0.190329   0.979532
0.727100   0.098470
0.682471   0.959024
0.994579   0.947982
0.644458   0.962490
0.605643   0.569341
0.841421   0.105990
0.253654   0.256617
0.510152   0.853063
0.592650   0.994037
0.939767   0.532888
0.346929   0.502249
0.045229   0.305797
0.331949   0.023975
0.297474   0.811240
0.911136   0.679212
0.063218   0.573008
0.866421   0.147091
0.254120   0.774294
0.783277   0.826702
0.409800   0.350780
0.919649   0.472250
0.482927   0.225564
0.885722   0.001289
0.362245   0.483281
0.330538   0.340267
0.984801   0.166704
0.153946   0.096901
0.615143   0.159336
0.679174   0.032996
0.693173   0.369540
0.459816   0.757443
0.664948   0.873342
0.098196   0.690920
0.865174   0.951184
0.907375   0.910344
0.127515   0.646011
0.142933   0.735265
0.503351   0.951915
0.537200   0.756897
0.500840   0.639019
0.858147   0.653686
0.869907   0.497151
0.475330   0.000894
0.147100   0.434700
0.813462   0.108904
0.872124   0.557226
0.871866   0.826463
0.561461   0.262436
0.877253   0.961605
0.304273   0.243962
0.553608   0.861810
0.833051   0.989855
0.554088   0.288203
0.648987   0.878948
0.373040   0.174545
0.909903   0.295639
0.520587   0.373660
0.997410   0.316870
0.029996   0.020470
0.092081   0.301332
0.545838   0.386339
0.885145   0.861168
0.087667   0.213885
0.267122   0.550718
0.248493   0.117608
0.007071   0.509497
0.292692   0.363591
0.418198   0.197329
0.597675   0.833803
0.268763   0.629667
0.478418   0.622863
0.455757   0.565144
0.399108   0.100422
0.770818   0.240750
0.132737   0.560017
0.901086   0.726259
0.216340   0.494808
0.120808   0.459053
0.175395   0.796217
0.295434   0.508968
0.032503   0.282456
0.344498   0.393834
0.610951   0.163791
0.016735   0.572047
0.893142   0.422355
0.921736   0.491195
0.260308   0.784184
0.264974   0.018729
0.316744   0.921961
0.745881   0.172646
0.415106   0.008380
0.283752   0.168107
0.530574   0.475516
0.997572   0.898390
0.192497   0.104336
0.621985   0.513443
0.553073   0.783631
0.512537   0.248418
0.608598   0.443074
0.003937   0.781699
0.495241   0.993176
0.420210   0.773390
0.089219   0.264979
0.030730   0.816356
0.513674   0.918409
0.558435   0.367732
0.175615   0.235754
0.653390   0.314279
0.640305   0.511746
0.512697   0.604331
0.022066   0.562231
0.889809   0.742132
0.523002   0.013910
0.374257   0.998141
0.831532   0.960126
0.521264   0.496434
0.140285   0.469458
0.856484   0.840425
0.481516   0.578790
0.327387   0.844766
0.152484   0.837974
0.297477   0.561901
0.501256   0.658781
0.400387   0.231219
0.103130   0.498564
0.710636   0.027224
0.378973   0.554313
0.860311   0.158875
0.692637   0.751382
0.633227   0.832634
0.893162   0.771890
0.034339   0.378375
0.351094   0.614685
0.767166   0.911683
0.311885   0.724273
0.417159   0.137773
0.393303   0.798112
0.651939   0.465042
0.676791   0.084695
0.808959   0.286914
0.420396   0.486203
0.439483   0.774861
0.474868   0.502540
0.156423   0.182478
0.544149   0.847646
0.871455   0.807924
0.134223   0.531145
0.065355   0.661254
0.246974   0.210016
0.764318   0.312127
0.658827   0.370852
0.893625   0.858600
0.820491   0.836981
0.765657   0.344470
0.991167   0.689649
0.712623   0.492935
0.889432   0.906258
0.304883   0.524709
0.900187   0.873149
0.273350   0.935371
0.516461   0.000685
0.190924   0.096550
0.059559   0.565515
0.995547   0.872066
0.008790   0.594961
0.144347   0.082973
0.066499   0.882987
0.651581   0.183886
0.503474   0.696545
0.805620   0.009669
0.155320   0.486182
0.945488   0.506872
0.024057   0.510953
0.287080   0.891669
0.191776   0.899114
0.052619   0.473756
0.364199   0.349015
0.166339   0.006545
0.815041   0.352374
0.163504   0.961362
0.921690   0.642223
0.089446   0.691472
0.817376   0.925290
0.840350   0.507437
0.821559   0.277056
0.939675   0.071671
0.810608   0.040037
0.138522   0.808016
0.135468   0.142850
0.440542   0.983431
0.157324   0.343883
0.768658   0.124385
0.005950   0.257881
0.888232   0.124478
0.177237   0.611111
0.981437   0.115787
0.089206   0.111902
0.224598   0.867307
0.115190   0.798127
0.249874   0.684597
0.335992   0.016739
0.007203   0.613859
0.768804   0.735043
0.010101   0.790205
0.960073   0.118011
0.918238   0.828855
0.838652   0.779854
0.113162   0.473057
0.016374   0.288389
0.962428   0.990283
0.529404   0.501004
0.295718   0.133642
0.521597   0.016987
0.187779   0.981892
0.475451   0.497085
0.146595   0.620847
0.197261   0.656080
0.625707   0.622517
0.640049   0.093025
0.296664   0.110062
0.998344   0.282345
0.879370   0.580383
0.283547   0.200619
0.430453   0.326709
0.460234   0.363966
0.364549   0.379581
0.692147   0.195102
0.733520   0.462483
0.795924   0.953822
0.832358   0.545524
0.334299   0.717133
0.347174   0.647058
0.389966   0.467878
0.391950   0.488654
0.308478   0.787356
0.602257   0.658671
0.622450   0.413517
0.930176   0.975302
0.695206   0.388278
0.160073   0.128963
0.577312   0.698179
0.716548   0.469310
0.878312   0.847270
0.853252   0.569591
0.675318   0.338577
0.536045   0.945923
0.397256   0.814031
0.588428   0.364727
0.782632   0.125194
0.285483   0.072224
0.702263   0.732884
0.697420   0.742468
0.401631   0.341794
0.286084   0.438606
0.606973   0.739326
0.468659   0.537161
0.568358   0.418128
0.207678   0.915525
0.879889   0.103715
0.539223   0.573498
0.139364   0.389626
0.539113   0.266143
0.700984   0.945684
0.215601   0.653300
0.865027   0.698919
0.717842   0.860895
0.228077   0.793145
0.194106   0.072489
0.292387   0.067671
0.171453   0.007503
0.792930   0.291806
0.447528   0.778565
0.018329   0.967729
0.982166   0.750885
0.616877   0.714065
