60.4781   73.1262
 7.2759   13.6839
32.0889   41.6103
36.7810   41.2232
67.6344   57.9247
 9.5790   17.4434
23.1440   30.8471
44.2325   37.7257
96.8097   81.0618
51.9461   53.7512
73.6256   74.8785
23.3010   21.6828
58.8253   72.3616
61.3042   75.8553
84.5602   74.2359
66.1918   80.1092
79.1376   89.5303
99.6047   90.0236
43.5863   59.0000
36.9696   41.9598
55.1985   72.2138
71.5966   87.9495
86.8833   98.5138
 1.9126    8.9088
60.4450   66.1482
60.1420   70.1569
27.9148   38.6960
52.7855   56.1226
12.6486   24.7259
62.1865   59.0304
66.5636   53.7787
32.9963   47.4696
37.3505   51.1349
29.8799   41.5800
46.3688   40.7884
46.3125   44.4576
92.8942   81.5861
36.4769   55.3061
52.0449   67.7437
16.9737   26.8242
60.1262   75.4089
39.8197   56.2784
45.9999   41.0560
87.5323   92.4580
76.9687   99.6310
36.1608   46.4016
83.2073   72.5745
56.8451   63.3183
13.5946   21.1905
49.8097   70.1073
36.7924   34.0854
 6.2879   11.3165
55.0412   73.2361
29.7076   30.2626
44.5642   63.4840
56.9281   44.0233
53.6405   60.4862
51.3744   49.0571
63.6295   80.7537
48.4550   37.9338
56.9020   46.1929
17.5224   30.9243
 8.7543   16.8075
83.4382   70.3519
32.1883   43.2828
58.2521   50.4232
30.8830   47.9974
56.9722   79.5752
31.8867   47.9783
58.2568   68.8950
33.3613   38.3805
67.9485   73.3497
69.9464   94.5288
 7.4683   21.2147
74.1855   73.5288
60.3951   73.1519
27.3518   36.1492
65.9301   87.6270
58.1338   48.2251
30.8951   49.0077
 1.6072   11.9931
23.6242   36.2469
65.5788   88.0185
79.4494   71.2950
36.7972   43.1465
48.8761   54.0271
51.5417   47.1734
34.1477   44.9695
72.5078   71.6307
80.1531   72.9002
37.3390   40.6176
72.3745   66.9438
51.8816   57.0062
62.0126   53.6757
37.2648   56.5570
87.8983   72.1533
87.1659   84.8021
68.2475   55.4818
61.9737   84.8061
62.3820   47.9051
55.4209   54.7430
39.3038   42.8686
46.3990   64.7380
84.9826   70.0903
85.6230   86.8848
52.4276   47.2523
38.3420   31.5718
55.6228   77.5364
35.4473   54.2843
64.1356   58.6870
85.9891   73.3766
38.3671   34.3465
59.5757   71.0826
 8.6426   21.9035
57.5952   61.1026
 2.2596   10.6904
67.9795   90.5866
59.2964   64.5407
81.0777   70.5369
50.9607   53.5302
61.6028   54.8369
 3.8944   13.4582
73.9034   61.8455
30.0839   43.3702
74.2346   82.7909
52.9518   60.1100
57.2299   64.0771
60.4527   66.1258
41.3323   38.9748
65.8162   83.5103
89.4840   72.2636
70.3393   54.6995
36.8057   32.3333
21.4691   24.0136
65.9086   62.4166
16.7067   27.2481
63.8682   76.4600
 7.1674   16.5832
 3.2369    9.6687
75.3834   59.5631
35.4050   45.3409
36.3462   37.3234
54.8415   53.9935
85.6614   82.9312
28.5010   29.7031
23.0448   25.0892
26.8514   42.8546
60.3215   80.7206
96.4619   80.6197
20.0421   31.4941
59.1830   66.9408
73.6767   88.2876
14.5190   16.6866
31.5945   42.3880
58.9447   57.4380
12.8589   16.5478
85.8761   89.5831
59.3875   56.4946
15.4514   27.4837
10.1523   22.0814
63.8472   79.8130
85.5295   80.1338
83.1113   59.8274
39.9876   41.6755
31.8289   43.5454
24.3635   24.7705
59.9583   69.0831
68.1464   87.5913
47.5620   41.7244
43.3481   63.3213
67.3084   64.2547
45.7397   61.3853
37.8832   35.9244
69.9322   87.5866
65.8029   78.3809
26.9947   38.8442
47.9625   46.8932
51.8942   57.2586
42.3285   38.8899
51.0368   60.7071
12.6207   23.7634
44.7259   58.1263
64.1092   86.2511
39.7909   44.8855
22.1683   26.7335
20.6924   21.1784
37.9419   55.2464
25.2739   27.8666
34.6441   29.6262
90.4841   98.4744
34.1168   41.1546
56.1203   65.6747
76.7282   67.5042
15.1764   24.9962
69.5229   75.9419
31.6843   46.5181
19.8212   26.8360
44.1215   42.9834
51.6292   66.9533
57.7443   48.1637
